,_record_id,_title,_server_updated_at,_updated_by,_geometry,_latitude,_longitude,228_store_name,229_store_picture,232_type_of_store,108_does_the_micro_retailer_has_a_barred_window_,99_does_the_micro_retailer_exhibits_products_outside_,102_does_the_micro_retailer_sells_fresh_products_,97_number_of_customers_in_store,268_number_fridges,184_store_devices,104_how_many_shelves_does_the_micro_retailer_have,pictures_of_shelves_if_possible,hola_somos_estudiantes_del_tec_de_monterrey_estamos_realiz,le_comento_que_toda_esta_informacin_es_confidencial,233_date_establishment,2_current_permanent_employees,4_number_permanent_employees_last_year,5_change_store_space_last_year,6_change_employees_average_salary_last_year,20_reviews_finances_monthly,49_inventory_records,18_sales_records,155_sales_registers_used_for,103_number_own_fridges,19_tax_id,145_number_direct_competitors,310_burnout,24_burnout,186_internet_connection,210_sales_channels,189_payment_methods,28_prefered_payment_method,31_different_prices_payment_method,269_cash_discount,270_card_extra_charge,271_card_fee,272_card_days_receive_money,273_platform_extra_charge,274_platform_fee,275_platform_days_receive_money,30_payment_methods_large_purchases,214_customer_relationship_tools,33_credit_to_customers,276_expected_days_informal_credit,35_interest_rate,36_credit_default_rate,38_average_margin_profits,193_sales_planning_tools,227_agreement_ecommerce_platforms,60_services,315_frequency_topups,316_frequency_utility_bills,317_home_deliveries,62_frequency_only_services,78_number_home_deliveries_week,77_delivery_timeslots,79_delivery_vehicle,64_comission_services,66_percentaje_services_income,69_why_not_services,311_topups,312_payment_of_utilities,313_home_deliveries,314_reception_delivery_packages,42_willingness_share_inventory_data_suppliers,44_willingness_inventory_management_suppliers,45_willingness_reorder_suppliers,46_willingness_reorder_suppliers_variety,47_willingness_reorder_suppliers_lower_prices,43_willingness_share_sales_data_suppliers,58_willingness_share_sales_data_mse,59_willingness_share_sales_data_mse_better_prices,172_supplier_frequency,185_place_orders_suppliers,53_special_conditions_suppliers,278_credit_interest,192_procurement_planning_tools,277_payment_method_suppliers,56_procurement_changes_pandemic,279_changes_procurement_pandemic,157_frequency_organize_shelves,158_charact_organize_products_on_shelves,161_actions_stockouts,162_inventory_extra_space,163_number_high_perishable_products,249_technology_training,250_technology_investment_operations,251_technology_investment_customers,254_technology_roadmap,260_technology_scalable,261_technology_organization,262_technology_serve_customers,263_technology_secure_sales,264_technology_budget,267_technology_investment_customer_preferences,234_willingness_participate_workshop,318_shopkeeper_name,319_shopkeepers_last_name,236_whatsapp,235_email
47,,,,,,19.0120131,-98.2296442,,,,,,,0.0,0.0,,5.0,,,,,2.0,2.0,,,,,,,1.0,,2.0,,3.0,,,,,,,,0.0,0.6,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2228321284.0,
48,,,,,,19.0115906,-98.2297252,,,,,,,1.0,2.0,,0.0,,,,,2.0,2.0,,,,,,,1.0,,1.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,5.7,1.2,3.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2229324179.0,
49,,,,,,19.011515,-98.2297851,,,,,,,0.0,0.0,,1.0,,,,,2.0,0.0,,,,,,,2.0,,0.0,,2.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
50,,,,,,19.0114826,-98.2297173,,,,,,,0.0,0.0,,2.0,,,,,2.0,0.0,,,,,,,2.0,,0.0,,2.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
51,,,,,,19.035325,-98.2679176,,,,,,,4.0,2.0,,2.0,,,,,2.0,2.0,,,,,,,2.0,,1.0,,2.0,,,,,,,,0.0,2.0,0.0,0.0,0.0,,,,3.0,,0.0,,,,,2.0,50.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,2223297491.2,
52,,,,,,19.0405619362,-98.195357721,,,,,,,2.0,3.0,,5.0,,,,,1.0,1.0,,,,,,,0.0,,5.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
53,,,,,,19.0409324,-98.1956504,,,,,,,0.0,0.0,,2.0,,,,,1.0,1.0,,,,,,,0.0,,5.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
54,,,,,,19.0411925,-98.1957911,,,,,,,1.0,0.0,,3.0,,,,,2.0,2.0,,,,,,,0.0,,4.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
55,,,,,,19.0410812934,-98.1968178758,,,,,,,0.0,0.0,,5.0,,,,,2.0,2.0,,,,,,,0.0,,4.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
56,,,,,,19.0410918637,-98.1959696755,,,,,,,0.0,0.0,,5.0,,,,,3.0,0.0,,,,,,,0.0,,3.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
57,,,,,,19.0415447381,-98.1953916586,,,,,,,0.0,0.0,,8.0,,,,,3.0,0.0,,,,,,,0.0,,3.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
58,,,,,,19.0418857,-98.1936643,,,,,,,1.0,0.0,,2.0,,,,,4.0,0.0,,,,,,,0.0,,1.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
59,,,,,,19.0419216,-98.1937059,,,,,,,0.0,0.0,,1.0,,,,,1.0,0.0,,,,,,,0.0,,6.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221517613.0,
60,,,,,,19.0415702934,-98.194872076,,,,,,,0.0,0.0,,4.0,,,,,1.0,0.0,,,,,,,0.0,,2.9,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,7.0,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2225673907.0,
61,,,,,,19.042167355,-98.1941749299,,,,,,,0.0,0.0,,3.0,,,,,0.0,0.0,,,,,,,0.0,,1.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,5.7,2.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2225673907.0,
62,,,,,,19.0418881085,-98.1936908041,,,,,,,1.0,0.0,,3.0,,,,,0.0,0.0,,,,,,,0.0,,1.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,5.7,2.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2225673907.0,
63,,,,,,19.0434164641,-98.194669784,,,,,,,2.0,1.0,,1.0,,,,,0.0,0.0,,,,,,,0.0,,1.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,2.0,50.0,5.7,2.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2225673907.0,
64,,,,,,19.0426957924,-98.1937826886,,,,,,,0.0,0.0,,3.0,,,,,0.0,0.0,,,,,,,0.0,,7.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,5.0,50.0,5.7,1.2,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221093498.0,
65,,,,,,19.0431018,-98.199479,,,,,,,0.0,0.0,,4.0,,,,,0.0,0.0,,,,,,,0.0,,7.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,5.0,50.0,5.7,1.2,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221093498.0,
66,,,,,,19.0434088,-98.1992462,,,,,,,4.0,1.0,,6.0,,,,,0.0,0.0,,,,,,,0.0,,0.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,5.0,50.0,5.7,1.2,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221093498.0,
67,,,,,,19.0433357,-98.1993241,,,,,,,1.0,0.0,,2.0,,,,,4.0,4.0,,,,,,,2.0,,5.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,5.0,50.0,5.7,1.2,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221093498.0,
68,,,,,,19.0437893,-98.1990342,,,,,,,3.0,0.0,,10.0,,,,,1.6,1.3,,,,,,,2.0,,8.0,,6.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,5.0,50.0,5.7,1.2,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221093498.0,
69,,,,,,19.0352252,-98.266924,,,,,,,5.0,3.0,,0.0,,,,,3.0,0.0,,,,,,,2.0,,3.0,,6.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,5.0,50.0,5.7,1.2,3.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221093498.0,
70,,,,,,19.0354424,-98.2678552,,,,,,,1.2,1.1,,0.0,,,,,4.0,4.0,,,,,,,5.0,,5.0,,6.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,5.0,50.0,5.7,1.2,3.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221093498.0,
71,,,,,,19.0236257061,-98.2499046251,,,,,,,1.0,0.0,,10.0,,,,,0.0,0.0,,,,,,,2.0,,1.0,,6.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,5.0,50.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2221093498.0,
72,,,,,,19.0221603715,-98.2495059818,,,,,,,1.0,5.0,,8.0,,,,,1.0,1.0,,,,,,,2.0,,4.0,,6.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,5.0,50.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2221093498.0,
73,,,,,,19.018705,-98.215739,,,,,,,2.0,0.0,,1.0,,,,,2.0,4.0,,,,,,,5.0,,1.0,,6.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,5.0,50.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2226337489.0,
74,,,,,,19.017211,-98.217502,,,,,,,2.0,2.0,,5.0,,,,,0.0,0.0,,,,,,,5.0,,2.9,,6.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,0.0,50.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,2228663045.0,
75,,,,,,19.021284,-98.216883,,,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,,5.0,,3.0,,6.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,0.0,50.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2225585572.0,
76,,,,,,19.019019,-98.218655,,,,,,,0.0,0.0,,3.0,,,,,0.0,0.0,,,,,,,5.0,,1.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,30.0,,2.0,,,,,0.0,50.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2223297491.2,
77,,,,,,19.01854,-98.217874,,,,,,,3.0,4.0,,12.0,,,,,3.0,2.0,,,,,,,5.0,,1.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,3.0,,5.0,,,,,1.0,50.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2223297491.2,
78,,,,,,19.020451,-98.215618,,,,,,,1.0,3.0,,7.0,,,,,0.0,0.0,,,,,,,1.0,,1.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,3.0,,5.0,,,,,3.6,50.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223443445.0,
79,,,,,,19.016776,-98.217554,,,,,,,0.0,0.0,,12.0,,,,,1.0,2.0,,,,,,,1.0,,2.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,3.0,,1.0,,,,,3.6,50.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223443445.0,
80,,,,,,19.018453,-98.215385,,,,,,,1.2,5.0,,9.0,,,,,5.0,0.0,,,,,,,1.0,,4.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,3.0,,1.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2223297491.2,
81,,,,,,19.0194537,-98.2614091,,,,,,,3.0,3.0,,2.0,,,,,2.0,1.0,,,,,,,1.0,,3.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,3.0,,1.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
82,,,,,,19.0193679,-98.2614787,,,,,,,1.0,0.0,,1.0,,,,,2.0,1.0,,,,,,,1.0,,3.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,3.0,,1.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
83,,,,,,19.0719291809,-98.1670391187,,,,,,,2.0,2.0,,0.0,,,,,2.0,1.0,,,,,,,1.0,,3.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,3.0,,1.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
84,,,,,,19.0718784813,-98.166975081,,,,,,,2.0,1.1,,0.0,,,,,1.0,1.0,,,,,,,1.0,,3.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,3.0,,1.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221199255.0,
85,,,,,,19.072127543,-98.1666931137,,,,,,,2.0,0.0,,9.0,,,,,1.0,1.0,,,,,,,1.0,,3.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,3.0,,1.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221199255.0,
86,,,,,,19.0722007405,-98.1664215401,,,,,,,1.0,0.0,,3.0,,,,,1.0,1.0,,,,,,,1.0,,3.0,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,3.0,,1.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221199255.0,
87,,,,,,19.0724183,-98.1662846,,,,,,,2.0,0.0,,0.0,,,,,2.0,2.0,,,,,,,1.0,,3.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221261740.0,
88,,,,,,19.0724726164,-98.1662518904,,,,,,,2.0,1.0,,0.0,,,,,2.0,2.0,,,,,,,1.0,,3.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221261740.0,
89,,,,,,19.0725629248,-98.1661503017,,,,,,,2.0,2.0,,0.0,,,,,2.0,2.0,,,,,,,1.0,,3.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221261740.0,
90,,,,,,19.02818,-98.248065,,,,,,,2.0,2.0,,3.0,,,,,2.0,2.0,,,,,,,1.0,,3.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221261740.0,
91,,,,,,19.0731782877,-98.1655820087,,,,,,,1.0,0.0,,12.0,,,,,2.0,2.0,,,,,,,1.0,,3.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221261740.0,
92,,,,,,19.0281426,-98.2479993,,,,,,,2.0,1.0,,3.0,,,,,2.0,2.0,,,,,,,1.0,,3.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221261740.0,
93,,,,,,19.0734498452,-98.1652718782,,,,,,,2.0,1.0,,0.0,,,,,2.0,2.0,,,,,,,1.0,,3.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221261740.0,
94,,,,,,19.0264402,-98.2503433,,,,,,,0.0,1.1,,14.0,,,,,0.0,0.0,,,,,,,0.0,,3.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221261740.0,
95,,,,,,19.0734732935,-98.165335916,,,,,,,2.0,0.0,,9.0,,,,,0.0,0.0,,,,,,,1.0,,0.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2221261740.0,
96,,,,,,19.0736675345,-98.165345639,,,,,,,0.0,1.0,,0.0,,,,,0.0,0.0,,,,,,,1.0,,0.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2221261740.0,
97,,,,,,19.0738560715,-98.1652105227,,,,,,,0.0,2.0,,0.0,,,,,1.0,1.0,,,,,,,0.0,,2.9,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2221261740.0,
98,,,,,,19.0738966307,-98.1652306393,,,,,,,0.0,0.0,,3.0,,,,,1.0,1.0,,,,,,,0.0,,2.9,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2221261740.0,
99,,,,,,19.0718272,-98.1667071,,,,,,,0.0,0.0,,8.0,,,,,1.0,1.0,,,,,,,0.0,,2.9,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2221261740.0,
100,,,,,,19.0338184007,-98.250701898,,,,,,,0.0,0.0,,7.0,,,,,1.0,0.0,,,,,,,0.0,,2.9,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2221261740.0,
101,,,,,,19.0327127063,-98.250840857,,,,,,,0.0,2.0,,5.0,,,,,1.0,0.0,,,,,,,0.0,,2.9,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2221261740.0,
102,,,,,,19.0720309,-98.1672506,,,,,,,0.0,2.0,,4.0,,,,,1.0,0.0,,,,,,,0.0,,2.9,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2221261740.0,
103,,,,,,19.0720059,-98.1671792,,,,,,,1.0,0.0,,3.0,,,,,1.0,0.0,,,,,,,0.0,,2.9,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2221261740.0,
104,,,,,,19.0716081,-98.1664491,,,,,,,0.0,0.0,,7.0,,,,,0.0,0.0,,,,,,,0.0,,2.9,,5.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2221261740.0,
105,,,,,,19.0719822,-98.1665939,,,,,,,2.0,5.0,,14.0,,,,,0.0,0.0,,,,,,,0.0,,2.9,,5.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,3.6,50.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2221261740.0,
106,,,,,,19.0333071677,-98.2507821267,,,,,,,1.0,2.0,,6.0,,,,,1.0,0.0,,,,,,,0.0,,2.9,,5.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,0.0,7.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2221261740.0,
107,,,,,,19.0146935766,-98.2210735825,,,,,,,1.0,0.0,,5.0,,,,,1.0,1.0,,,,,,,3.0,,7.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,0.0,7.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221261740.0,
108,,,,,,19.0145787271,-98.2208111231,,,,,,,1.2,3.0,,4.0,,,,,2.0,2.0,,,,,,,3.0,,2.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,0.0,7.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,22.0,,,,,,,,,,,,,,2225328938.0,
