,_record_id,_title,_server_updated_at,_updated_by,_geometry,_latitude,_longitude,228_store_name,229_store_picture,232_type_of_store,108_does_the_micro_retailer_has_a_barred_window_,99_does_the_micro_retailer_exhibits_products_outside_,102_does_the_micro_retailer_sells_fresh_products_,97_number_of_customers_in_store,268_number_fridges,184_store_devices,104_how_many_shelves_does_the_micro_retailer_have,pictures_of_shelves_if_possible,hola_somos_estudiantes_del_tec_de_monterrey_estamos_realiz,le_comento_que_toda_esta_informacin_es_confidencial,233_date_establishment,2_current_permanent_employees,4_number_permanent_employees_last_year,5_change_store_space_last_year,6_change_employees_average_salary_last_year,20_reviews_finances_monthly,49_inventory_records,18_sales_records,155_sales_registers_used_for,103_number_own_fridges,19_tax_id,145_number_direct_competitors,310_burnout,24_burnout,186_internet_connection,210_sales_channels,189_payment_methods,28_prefered_payment_method,31_different_prices_payment_method,269_cash_discount,270_card_extra_charge,271_card_fee,272_card_days_receive_money,273_platform_extra_charge,274_platform_fee,275_platform_days_receive_money,30_payment_methods_large_purchases,214_customer_relationship_tools,33_credit_to_customers,276_expected_days_informal_credit,35_interest_rate,36_credit_default_rate,38_average_margin_profits,193_sales_planning_tools,227_agreement_ecommerce_platforms,60_services,315_frequency_topups,316_frequency_utility_bills,317_home_deliveries,62_frequency_only_services,78_number_home_deliveries_week,77_delivery_timeslots,79_delivery_vehicle,64_comission_services,66_percentaje_services_income,69_why_not_services,311_topups,312_payment_of_utilities,313_home_deliveries,314_reception_delivery_packages,42_willingness_share_inventory_data_suppliers,44_willingness_inventory_management_suppliers,45_willingness_reorder_suppliers,46_willingness_reorder_suppliers_variety,47_willingness_reorder_suppliers_lower_prices,43_willingness_share_sales_data_suppliers,58_willingness_share_sales_data_mse,59_willingness_share_sales_data_mse_better_prices,172_supplier_frequency,185_place_orders_suppliers,53_special_conditions_suppliers,278_credit_interest,192_procurement_planning_tools,277_payment_method_suppliers,56_procurement_changes_pandemic,279_changes_procurement_pandemic,157_frequency_organize_shelves,158_charact_organize_products_on_shelves,161_actions_stockouts,162_inventory_extra_space,163_number_high_perishable_products,249_technology_training,250_technology_investment_operations,251_technology_investment_customers,254_technology_roadmap,260_technology_scalable,261_technology_organization,262_technology_serve_customers,263_technology_secure_sales,264_technology_budget,267_technology_investment_customer_preferences,234_willingness_participate_workshop,318_shopkeeper_name,319_shopkeepers_last_name,236_whatsapp,235_email
109,,,,,,19.0746506117,-98.1669275557,,,,,,,1.0,2.0,,10.0,,,,,2.0,0.0,,,,,,,0.0,,2.0,,2.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,7.0,7.0,7.0,1.2,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2225328938.0,
110,,,,,,19.02073466,-98.2607148813,,,,,,,0.0,0.0,,3.0,,,,,2.0,0.0,,,,,,,0.0,,2.0,,2.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,7.0,7.0,7.0,1.2,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2225328938.0,
111,,,,,,19.0201986801,-98.2610655503,,,,,,,0.0,0.0,,8.0,,,,,2.0,0.0,,,,,,,0.0,,2.0,,2.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,7.0,7.0,7.0,1.2,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2225328938.0,
112,,,,,,19.0721155051,-98.1671773364,,,,,,,1.0,0.0,,3.0,,,,,2.0,0.0,,,,,,,0.0,,2.0,,2.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,7.0,7.0,7.0,1.2,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2225328938.0,
113,,,,,,19.0719532632,-98.1668915972,,,,,,,0.0,1.0,,1.0,,,,,0.0,0.0,,,,,,,0.0,,8.0,,2.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,7.0,7.0,7.0,1.2,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2225328938.0,
114,,,,,,19.0715882889,-98.1664877444,,,,,,,1.0,0.0,,1.0,,,,,0.0,0.0,,,,,,,1.1,,1.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,7.0,7.0,7.0,1.2,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,2229653939.0,
115,,,,,,19.0716345616,-98.1666851677,,,,,,,2.0,3.0,,0.0,,,,,0.0,0.0,,,,,,,1.1,,1.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,7.0,7.0,7.0,1.2,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,2229653939.0,
116,,,,,,19.0715397103,-98.1665939559,,,,,,,2.0,0.0,,3.0,,,,,0.0,0.0,,,,,,,1.1,,1.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,7.0,7.0,7.0,1.2,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,2229653939.0,
117,,,,,,19.0740419,-98.1652797,,,,,,,0.0,0.0,,2.0,,,,,0.0,0.0,,,,,,,1.1,,1.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,7.0,7.0,7.0,1.2,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,2229653939.0,
118,,,,,,19.0734945238,-98.1655042246,,,,,,,2.0,1.1,,4.0,,,,,4.0,4.0,,,,,,,1.1,,1.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,7.0,7.0,7.0,1.2,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,2229653939.0,
119,,,,,,19.0735515603,-98.1654552743,,,,,,,2.0,1.1,,4.0,,,,,3.0,3.0,,,,,,,1.1,,1.0,,7.0,,,,,,,,0.0,0.6,0.0,0.0,0.0,,,,15.0,,0.0,,,,,7.0,7.0,7.0,1.2,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,2229653939.0,
120,,,,,,19.072871427,-98.1659044691,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,0.0,,2.0,,4.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,5.7,0.0,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2229653939.0,
121,,,,,,19.0720983908,-98.1665167585,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,0.0,,2.0,,4.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,5.7,0.0,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2229653939.0,
122,,,,,,19.0722181684,-98.1664034352,,,,,,,1.0,0.0,,7.0,,,,,1.0,1.0,,,,,,,0.0,,2.0,,4.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,5.7,0.0,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2229653939.0,
123,,,,,,19.0189338,-98.2622569,,,,,,,0.0,1.0,,2.0,,,,,3.0,0.0,,,,,,,0.0,,5.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,5.7,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2229653939.0,
124,,,,,,19.0726785172,-98.1661550067,,,,,,,2.0,1.0,,7.0,,,,,1.0,0.0,,,,,,,0.0,,8.0,,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,5.7,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,2221166841.0,
125,,,,,,19.0725157,-98.1633137,,,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,,1.0,,3.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
126,,,,,,19.0752733,-98.1668952,,,,,,,0.0,1.0,,1.0,,,,,0.0,0.0,,,,,,,1.0,,3.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
127,,,,,,19.0697916,-98.166774,,,,,,,3.0,2.0,,1.0,,,,,0.0,0.0,,,,,,,1.0,,3.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
128,,,,,,19.0708331,-98.1661693,,,,,,,0.0,0.0,,0.0,,,,,1.0,1.0,,,,,,,1.0,,3.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
129,,,,,,19.0721611315,-98.1664889306,,,,,,,1.0,3.0,,1.0,,,,,1.0,2.0,,,,,,,1.0,,3.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,50.0,,0.0,,,,,1.0,7.0,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
130,,,,,,19.0728386119,-98.1637859345,,,,,,,0.0,1.1,,6.0,,,,,1.0,2.0,,,,,,,1.0,,3.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,50.0,,0.0,,,,,1.0,7.0,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
131,,,,,,19.0737175029,-98.1648537696,,,,,,,0.0,0.0,,3.0,,,,,1.0,2.0,,,,,,,1.0,,3.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,50.0,,0.0,,,,,1.0,7.0,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
132,,,,,,19.0431192,-98.1941676,,,,,,,1.0,1.0,,2.0,,,,,1.0,1.0,,,,,,,1.0,,4.0,,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,50.0,,0.0,,,,,1.0,7.0,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
133,,,,,,19.0424679,-98.1939337,,,,,,,3.0,0.0,,12.0,,,,,3.0,3.0,,,,,,,0.0,,1.0,,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,50.0,,0.0,,,,,1.0,7.0,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221166841.0,
134,,,,,,19.0752377222,-98.1669914258,,,,,,,2.0,3.0,,7.0,,,,,2.0,4.0,,,,,,,0.0,,2.9,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,50.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.6,,,,,,,,,,,,,,2221166841.0,
135,,,,,,19.0707676642,-98.1677079679,,,,,,,0.0,2.0,,0.0,,,,,2.0,4.0,,,,,,,0.0,,2.9,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,50.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.6,,,,,,,,,,,,,,2221166841.0,
136,,,,,,19.070091556,-98.1668828059,,,,,,,0.0,1.0,,3.0,,,,,1.0,4.0,,,,,,,0.0,,7.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,50.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.6,,,,,,,,,,,,,,2221166841.0,
137,,,,,,19.0706364153,-98.1663859179,,,,,,,0.0,1.0,,5.0,,,,,1.0,4.0,,,,,,,0.0,,7.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,50.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.6,,,,,,,,,,,,,,2221166841.0,
138,,,,,,19.0709173875,-98.1661138874,,,,,,,1.0,3.0,,4.0,,,,,4.0,4.0,,,,,,,2.0,,2.9,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,6.6,,,,,,,,,,,,,,2221166841.0,
139,,,,,,19.0258281,-98.2492535,,,,,,,3.0,1.0,,3.0,,,,,4.0,4.0,,,,,,,2.0,,2.9,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,6.6,,,,,,,,,,,,,,2221166841.0,
140,,,,,,19.02534,-98.24906,,,,,,,2.0,1.1,,4.0,,,,,4.0,4.0,,,,,,,2.0,,2.9,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,6.6,,,,,,,,,,,,,,2221166841.0,
141,,,,,,19.0196109752,-98.2613523613,,,,,,,1.0,4.0,,8.0,,,,,4.0,4.0,,,,,,,2.0,,2.9,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,6.6,,,,,,,,,,,,,,2221166841.0,
142,,,,,,19.0577455954,-98.2224672044,,,,,,,3.0,0.0,,4.0,,,,,4.0,4.0,,,,,,,2.0,,2.9,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,6.6,,,,,,,,,,,,,,2221166841.0,
143,,,,,,19.0576937048,-98.2224884518,,,,,,,3.0,0.0,,3.0,,,,,5.0,5.0,,,,,,,2.0,,5.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
144,,,,,,19.0598786521,-98.2278537583,,,,,,,4.0,1.0,,15.0,,,,,4.0,1.3,,,,,,,2.0,,1.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221166841.0,
145,,,,,,19.0600482436,-98.2276538391,,,,,,,1.2,2.0,,0.0,,,,,4.0,4.0,,,,,,,2.0,,2.9,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2221166841.0,
146,,,,,,19.0613368025,-98.2285427196,,,,,,,0.0,0.0,,14.0,,,,,1.0,1.0,,,,,,,1.0,,7.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
147,,,,,,19.0605600821,-98.2275981059,,,,,,,2.0,0.0,,6.0,,,,,2.0,2.0,,,,,,,1.0,,2.0,,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,15.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
148,,,,,,19.0599870721,-98.2278379428,,,,,,,0.0,0.0,,12.0,,,,,1.0,1.0,,,,,,,1.0,,0.0,,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
149,,,,,,19.0591967259,-98.2246795332,,,,,,,5.0,0.0,,1.0,,,,,2.0,2.0,,,,,,,1.0,,4.0,,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
150,,,,,,19.0561435132,-98.2212986935,,,,,,,0.0,0.0,,8.0,,,,,0.0,0.0,,,,,,,1.0,,2.0,,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
151,,,,,,18.9993095,-98.2749524,,,,,,,4.0,1.0,,3.0,,,,,1.6,1.3,,,,,,,1.0,,3.0,,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
152,,,,,,18.9993582,-98.2750659,,,,,,,4.0,0.0,,4.0,,,,,2.0,3.0,,,,,,,1.0,,2.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2221166841.0,
153,,,,,,19.019056,-98.2617893,,,,,,,5.0,1.0,,1.0,,,,,3.0,0.0,,,,,,,1.0,,0.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.2,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,2221166841.0,
154,,,,,,19.0189901,-98.2618157,,,,,,,4.0,0.0,,0.0,,,,,0.0,0.0,,,,,,,2.0,,5.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.2,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2226809189.0,
155,,,,,,19.0189553,-98.2619128,,,,,,,1.0,1.0,,2.0,,,,,2.0,2.0,,,,,,,2.0,,0.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.2,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2216461389.0,
156,,,,,,19.0189428,-98.261972,,,,,,,1.0,0.0,,0.0,,,,,2.0,2.0,,,,,,,2.0,,4.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.2,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2225500247.0,
157,,,,,,19.0189376,-98.2622459,,,,,,,0.0,0.0,,0.0,,,,,2.0,2.0,,,,,,,2.0,,4.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.2,1.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2225460565.0,
158,,,,,,19.0192176,-98.2625277,,,,,,,0.0,2.0,,1.0,,,,,3.0,2.0,,,,,,,2.0,,5.0,,3.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.2,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2225361741.0,
159,,,,,,19.0577006737,-98.2225255488,,,,,,,2.0,0.0,,1.0,,,,,2.0,2.0,,,,,,,2.0,,1.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.2,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2224875214.0,
160,,,,,,19.0443226704,-98.2003063305,,,,,,,2.0,3.0,,13.0,,,,,1.0,2.0,,,,,,,2.0,,4.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.2,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2224875214.0,
161,,,,,,19.0201684863,-98.2170385251,,,,,,,0.0,3.0,,1.0,,,,,0.0,0.0,,,,,,,2.0,,7.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2224875214.0,
162,,,,,,19.0347777,-98.2655858,,,,,,,0.0,0.0,,0.0,,,,,3.0,2.0,,,,,,,2.0,,4.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
163,,,,,,19.0422064817,-98.1943173767,,,,,,,1.2,3.0,,2.0,,,,,4.0,2.0,,,,,,,2.0,,5.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
164,,,,,,19.0434026,-98.1947222,,,,,,,0.0,0.0,,5.0,,,,,4.0,2.0,,,,,,,2.0,,5.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
165,,,,,,19.0431876,-98.194174,,,,,,,0.0,1.0,,7.0,,,,,4.0,2.0,,,,,,,2.0,,5.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
166,,,,,,19.0431145635,-98.1940658722,,,,,,,1.0,0.0,,5.0,,,,,4.0,2.0,,,,,,,2.0,,5.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
167,,,,,,19.0427938182,-98.1938023854,,,,,,,1.0,5.0,,5.0,,,,,4.0,2.0,,,,,,,2.0,,5.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
168,,,,,,19.0428094171,-98.1934387078,,,,,,,3.0,1.0,,1.0,,,,,4.0,2.0,,,,,,,2.0,,5.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
169,,,,,,19.042558,-98.193818,,,,,,,0.0,1.0,,1.0,,,,,4.0,2.0,,,,,,,2.0,,5.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
170,,,,,,19.0428229892,-98.1937349172,,,,,,,1.0,3.0,,1.0,,,,,4.0,2.0,,,,,,,2.0,,5.0,,7.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,2.0,,0.0,,,,,1.0,7.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2223297491.2,
